1000 10000
3 176 600
815 641 804
29 866 137
998 96 671
988 252 718
391 111 1000
852 6 724
47 933 134
496 474 730
162 85 374
252 633 89
888 840 83
495 301 362
547 280 227
79 74 190
510 777 839
771 236 780
235 212 171
370 320 445
191 779 431
607 351 788
773 292 550
881 61 251
284 266 649
729 521 108
463 231 352
482 877 525
344 311 398
272 265 684
608 696 61
923 470 866
100 525 618
59 792 53
838 36 692
428 636 245
31 135 827
656 261 46
35 862 578
387 208 447
897 107 219
750 468 753
64 599 249
971 216 887
378 694 743
51 473 441
762 698 982
796 52 818
755 84 516
427 737 830
149 202 488
297 110 133
552 803 422
447 860 231
955 336 768
228 289 329
595 112 505
607 124 969
442 812 880
485 768 857
567 432 808
309 461 893
905 934 893
375 777 943
485 1 877
100 576 301
771 250 844
12 724 489
190 252 246
258 715 24
58 35 288
210 910 620
767 702 36
867 278 678
947 303 145
830 288 237
640 643 670
536 38 25
29 498 301
36 742 999
701 261 950
834 554 94
565 759 457
341 9 622
2 242 154
205 413 726
57 881 1016
547 707 705
291 277 266
702 495 80
389 198 954
228 442 712
121 212 56
322 36 135
665 334 194
21 536 250
555 480 146
980 152 910
901 13 141
191 578 908
890 492 252
525 941 70
126 601 599
638 429 20
784 308 14
885 699 289
779 783 893
848 783 946
979 74 278
298 845 237
653 113 1009
858 680 784
786 957 978
143 199 195
78 868 215
76 726 88
176 725 1011
892 95 559
968 266 1010
684 720 1021
357 143 445
485 847 778
204 661 114
990 121 453
111 499 60
758 473 692
633 337 510
858 469 793
434 981 185
750 109 914
579 97 361
228 196 217
402 761 413
392 505 866
153 385 815
817 44 710
230 677 843
632 466 83
559 855 730
400 450 699
992 11 951
258 565 303
749 772 996
976 499 488
34 445 466
391 32 119
921 944 927
471 794 692
716 488 540
202 49 102
300 546 318
88 675 233
997 254 802
277 257 224
473 966 481
31 553 409
299 801 999
494 668 1
400 511 440
629 707 864
486 466 348
664 611 965
241 858 988
552 629 993
635 742 729
779 259 745
168 45 206
390 235 732
30 769 734
759 193 887
595 806 655
879 614 983
437 730 588
812 613 575
657 680 130
390 789 873
620 169 996
588 555 232
177 755 537
84 494 542
797 664 256
48 348 208
602 489 1012
652 281 330
484 421 995
797 691 81
880 654 451
789 880 808
477 622 942
166 818 944
982 103 992
620 444 1003
14 6 136
487 216 956
360 367 9
877 227 122
536 80 934
134 689 229
929 429 521
129 98 672
975 262 311
359 492 444
728 464 649
210 428 984
204 305 500
324 496 465
11 727 735
648 956 237
123 896 66
869 50 160
640 43 324
389 8 36
890 546 127
358 729 807
608 716 971
208 113 624
400 213 862
894 488 762
675 257 406
759 636 196
807 158 425
125 52 918
719 654 714
797 786 413
860 120 311
99 270 96
272 685 89
912 132 203
739 727 1016
519 891 192
54 192 708
570 32 312
310 897 209
439 114 584
274 47 884
175 178 439
791 859 990
527 307 373
149 343 399
345 680 133
303 732 968
458 808 616
240 999 616
401 235 282
871 530 375
345 585 768
127 783 736
22 45 845
151 83 736
896 476 488
18 755 526
960 776 125
714 875 803
248 760 947
116 663 251
138 978 214
422 359 1020
422 861 104
735 802 990
862 717 335
511 758 522
665 504 547
359 265 814
189 877 693
148 10 996
98 548 256
337 522 660
668 233 769
907 730 988
472 551 392
346 364 380
754 726 701
891 289 931
924 489 351
916 838 624
606 387 798
837 472 144
5 274 252
738 845 876
628 445 514
274 993 527
926 791 970
709 610 840
155 570 944
438 2 840
318 372 708
368 2 991
687 161 107
525 182 446
590 916 12
34 303 485
712 687 17
998 248 62
358 674 661
958 309 832
629 629 787
268 390 217
234 213 198
464 969 584
104 817 504
809 392 776
528 69 967
392 400 42
467 19 423
29 677 308
890 185 121
752 745 515
108 291 88
746 63 330
544 981 154
17 746 558
298 748 579
655 211 1022
182 140 411
46 380 917
267 644 401
370 407 790
40 874 598
428 311 1007
627 152 853
86 799 674
391 846 465
494 598 970
362 460 560
515 933 549
69 294 947
504 543 487
659 165 336
394 7 72
390 508 295
367 364 475
702 942 872
422 360 550
856 241 842
648 545 150
517 925 802
982 49 802
757 333 105
280 634 246
600 188 1004
574 903 912
604 513 414
250 66 859
184 24 281
963 704 157
476 135 688
604 150 253
246 669 92
154 378 139
151 193 136
688 150 431
176 840 264
292 123 251
355 453 517
755 220 124
149 960 258
406 716 211
825 847 964
704 699 986
848 463 280
362 900 109
999 416 538
954 681 885
928 561 870
452 769 160
241 330 442
786 557 401
78 345 667
525 158 312
201 338 429
40 650 312
439 821 597
673 451 830
761 190 466
222 229 548
518 554 635
133 908 547
222 369 161
565 441 640
452 834 721
577 634 368
21 42 307
125 622 571
909 387 942
398 839 583
175 513 701
370 769 869
414 502 966
466 795 613
550 34 117
200 841 525
324 893 912
442 964 554
792 362 696
633 381 888
577 1000 323
952 407 823
225 776 28
32 843 261
554 994 190
740 265 380
557 600 713
714 947 842
373 847 390
500 736 578
731 135 609
833 549 177
71 384 705
125 396 666
919 558 114
396 771 758
92 307 935
972 821 357
827 538 63
296 786 547
535 809 996
147 223 559
62 431 889
6 594 339
269 613 417
628 546 552
560 767 599
204 369 829
144 584 213
852 352 990
490 881 527
626 582 209
966 232 765
941 821 453
113 572 255
481 535 617
649 942 758
67 880 882
992 348 529
783 828 331
842 980 580
224 157 331
697 812 466
116 225 164
341 347 2
44 952 671
932 745 63
271 586 795
289 120 750
637 831 39
545 237 985
987 719 421
734 841 741
179 800 135
985 27 752
456 142 89
488 102 385
776 58 684
309 570 82
794 267 791
499 930 769
74 55 773
725 572 334
113 46 825
90 597 777
918 274 669
820 963 553
610 558 911
461 614 244
910 28 611
149 154 99
329 314 589
644 259 212
866 533 988
984 801 58
267 949 152
320 113 726
523 923 364
986 275 387
250 602 1017
994 883 703
812 224 493
827 760 304
817 828 860
276 686 947
833 293 650
792 431 925
78 716 219
132 379 868
776 137 438
592 778 650
167 679 14
534 387 863
368 121 104
845 258 343
24 827 955
219 786 74
721 297 927
508 122 985
762 668 309
310 922 405
560 435 51
400 945 564
272 811 991
778 62 978
83 101 265
560 233 737
279 120 1014
443 819 460
782 73 790
719 705 284
889 705 425
564 584 521
107 847 923
850 326 47
190 751 326
439 905 718
248 1 323
50 645 199
999 763 351
335 637 12
585 689 885
265 482 483
430 734 563
161 778 400
613 423 680
882 927 739
450 678 870
972 506 942
193 46 278
713 514 42
856 102 94
579 796 36
608 897 439
607 53 785
647 999 838
329 543 229
559 996 859
619 608 622
960 598 987
891 373 139
782 4 221
169 690 567
741 490 211
500 44 211
104 348 943
639 915 626
396 265 383
282 50 971
333 346 874
843 881 669
16 974 257
775 826 750
289 645 324
997 981 266
640 443 102
769 839 826
530 953 216
758 781 582
933 856 765
179 259 709
949 419 366
704 287 717
856 509 991
921 734 215
94 432 839
883 878 387
654 952 708
630 375 347
172 595 309
826 261 249
701 118 565
241 981 212
316 262 609
660 482 378
816 653 1021
837 396 795
577 659 724
491 51 637
269 295 751
625 465 430
184 857 950
336 74 289
772 572 870
172 441 210
72 995 846
584 314 374
466 340 653
157 436 104
299 183 754
353 273 991
626 195 598
899 716 124
496 694 822
286 767 181
686 68 732
66 764 609
990 433 845
544 903 955
983 625 71
126 781 248
799 393 184
678 413 716
857 179 787
391 352 112
789 446 580
40 569 576
398 425 689
507 775 857
345 145 123
929 560 928
599 964 591
915 733 896
974 125 756
10 671 547
980 179 10
75 55 432
228 645 147
137 155 192
138 325 865
408 413 272
722 160 731
482 385 172
370 919 590
691 157 424
307 224 820
616 690 308
193 840 16
271 308 37
293 148 557
782 77 308
800 993 148
849 576 726
899 377 505
257 773 763
919 526 773
176 543 120
86 18 388
290 68 300
979 541 266
587 937 140
388 394 976
952 900 902
761 515 853
135 351 645
460 292 558
506 790 478
528 639 419
75 897 803
536 99 345
551 704 706
367 371 58
171 481 475
814 304 90
167 251 810
824 370 686
527 939 82
281 121 375
539 524 393
705 973 754
697 358 101
540 512 954
855 24 972
968 961 133
296 305 213
482 56 393
999 841 907
394 559 235
619 417 35
733 861 113
389 250 1008
733 168 388
143 252 896
697 49 857
804 535 489
896 420 931
979 13 899
346 56 426
708 706 927
43 910 859
774 504 947
505 175 117
551 199 360
339 914 332
453 115 274
658 852 197
667 984 625
502 251 123
620 112 757
916 14 365
419 542 727
298 840 815
905 119 556
162 336 52
288 321 128
290 129 856
421 320 732
285 18 971
106 878 545
692 236 367
498 22 909
772 650 183
776 124 988
267 415 105
178 665 858
131 734 553
122 423 187
924 72 118
20 329 341
157 613 965
606 491 188
714 24 764
742 63 64
711 603 692
933 647 647
398 918 423
858 142 373
170 44 667
610 775 850
477 213 603
508 150 886
792 551 887
682 394 433
640 61 172
399 235 939
311 579 86
479 291 936
170 783 930
76 355 809
185 731 51
158 942 638
83 916 828
757 910 200
225 482 229
991 699 119
56 515 187
924 32 819
503 93 992
434 287 571
205 581 743
526 62 942
223 811 23
738 759 131
277 877 514
467 64 445
411 675 248
982 285 213
406 598 476
408 221 749
705 887 225
51 391 730
595 845 745
22 989 938
783 874 507
134 755 253
884 52 561
73 801 233
496 467 763
602 669 549
944 550 416
763 40 973
558 361 409
843 250 722
346 156 456
220 453 180
178 345 698
258 765 912
577 361 760
886 302 5
609 972 74
175 948 979
464 536 752
364 891 318
917 433 251
693 239 841
932 509 697
181 953 118
967 169 242
436 78 198
479 132 261
43 451 242
746 129 378
115 719 718
758 783 221
409 808 757
885 268 279
875 863 350
895 627 115
341 127 530
105 977 743
779 561 426
301 901 728
71 830 293
459 262 247
415 260 768
816 151 594
712 239 74
534 459 896
666 412 196
4 212 843
568 854 415
689 585 375
590 127 881
819 37 223
508 470 872
228 861 476
797 29 12
335 654 95
700 264 690
715 918 580
275 82 781
971 379 522
236 187 842
367 762 522
635 152 61
895 189 352
537 195 90
851 909 226
449 666 183
7 718 967
693 902 579
797 136 413
534 923 471
562 771 314
203 490 448
725 812 401
889 497 99
581 607 747
490 557 636
268 469 693
998 835 734
199 698 900
796 971 678
647 999 798
313 997 364
3 476 290
865 271 437
297 53 604
390 491 856
309 453 989
521 798 546
792 398 699
96 375 115
91 161 316
522 966 731
19 394 962
113 89 623
436 41 96
665 840 104
818 571 191
437 766 680
454 681 236
884 326 277
499 269 112
303 998 762
64 468 1023
892 289 96
580 330 181
117 365 798
569 294 339
123 854 780
909 538 858
857 12 578
978 317 277
35 837 210
877 665 996
633 279 940
334 330 382
89 600 429
766 846 434
195 467 809
243 939 278
966 231 170
594 603 185
163 501 210
571 805 222
872 245 637
561 200 435
603 431 648
735 979 386
480 835 568
261 918 934
8 858 135
58 755 74
208 434 14
651 370 114
279 600 718
837 915 511
622 884 440
84 29 177
117 900 850
674 508 884
332 229 84
385 691 521
153 385 618
739 407 918
68 438 537
698 1 998
706 320 505
423 294 296
419 834 680
969 801 89
213 214 321
815 938 462
706 738 949
461 951 470
669 452 943
299 720 964
713 692 368
176 127 117
895 464 142
556 844 615
614 853 1002
228 183 875
562 44 972
856 981 331
351 517 819
632 154 445
334 721 223
475 365 697
400 417 626
688 6 778
14 423 452
65 57 335
652 587 321
744 325 791
922 692 558
27 217 450
209 641 546
172 634 337
308 313 373
444 479 251
680 773 941
120 587 831
181 13 10
891 429 450
602 510 94
272 810 197
272 475 434
9 377 223
737 213 850
926 451 290
900 457 88
976 439 564
632 132 159
79 759 7
341 884 608
709 333 9
222 631 985
927 16 65
55 213 551
693 118 911
488 765 230
893 248 782
464 294 587
784 413 618
877 666 366
608 224 886
311 955 811
19 380 469
295 263 305
791 41 874
944 166 124
628 402 352
382 404 478
123 3 387
609 721 663
579 843 386
993 872 468
241 951 61
56 706 387
171 492 212
238 759 134
479 245 232
508 339 750
487 409 604
104 40 240
818 317 364
580 945 82
569 488 883
156 744 205
934 304 292
51 219 262
49 153 187
412 198 803
459 430 106
424 506 66
678 151 292
83 364 1011
919 591 175
234 589 480
283 966 60
225 371 594
790 963 559
691 860 711
718 520 181
2 406 428
823 308 798
150 160 708
923 822 868
935 540 872
511 796 827
442 354 56
685 562 310
546 330 924
972 261 859
571 859 156
124 956 969
795 780 160
866 377 193
106 366 173
556 380 280
224 480 418
901 474 994
475 848 40
865 255 948
383 248 56
911 56 373
416 526 429
198 646 356
149 113 534
809 666 323
234 574 219
723 986 766
176 788 152
371 420 346
18 1 687
815 741 805
671 549 394
6 411 112
751 847 956
762 144 624
6 49 166
400 135 75
743 123 413
129 131 878
380 969 66
500 458 41
603 172 326
935 28 978
996 998 976
936 162 463
881 263 437
882 993 897
887 518 100
244 976 967
387 120 283
176 625 923
391 230 198
329 439 603
364 674 501
13 629 175
843 700 76
826 325 247
136 649 488
279 548 366
926 590 98
317 204 310
306 139 345
728 571 644
250 983 230
607 841 89
972 603 161
537 959 265
608 498 317
971 268 1022
947 767 1005
872 241 297
959 339 430
450 590 900
358 323 881
952 329 613
98 624 565
816 717 607
375 849 144
5 637 195
841 478 17
430 537 334
751 763 535
387 597 944
894 667 463
862 926 1001
987 653 950
3 416 991
39 106 623
533 472 103
588 216 38
845 272 138
9 256 638
339 785 276
42 83 956
330 524 352
708 369 366
39 544 934
573 844 709
238 917 613
278 424 670
498 171 704
769 724 965
521 152 2
61 816 47
544 912 47
908 146 570
642 677 328
471 385 502
720 327 178
557 764 375
575 234 873
677 564 173
823 937 641
791 958 31
849 581 788
588 455 569
783 960 263
564 679 837
751 392 85
481 494 762
155 887 843
828 695 879
786 974 399
82 737 496
685 717 113
666 284 877
743 207 258
117 116 218
137 707 297
443 666 771
333 123 758
842 143 749
311 664 121
854 606 272
57 759 625
177 505 158
280 349 163
878 730 34
407 619 362
550 446 580
523 681 156
387 305 432
570 909 200
27 88 221
759 500 854
622 323 529
902 103 976
224 351 837
795 241 511
900 885 768
760 395 931
175 680 575
868 750 895
577 987 747
829 768 844
297 450 168
881 232 938
861 424 601
296 158 861
14 933 785
247 242 711
7 139 604
293 60 20
465 567 684
887 28 770
211 949 374
606 182 24
277 700 777
948 225 472
5 909 398
666 369 896
365 91 253
245 553 470
780 375 209
509 972 675
29 19 20
989 577 260
176 88 701
419 176 382
100 954 951
332 452 345
655 38 523
741 661 319
513 790 860
175 569 713
321 282 76
963 992 5
135 920 235
666 533 189
393 930 664
81 345 387
621 331 719
858 392 815
464 495 649
865 885 519
689 550 514
290 665 780
282 591 626
164 157 996
23 81 57
78 59 832
209 415 765
912 291 349
98 546 497
418 328 764
229 626 992
10 842 762
2 882 968
866 373 630
470 892 842
105 912 213
817 819 921
357 166 130
268 706 744
902 857 840
415 600 191
530 621 830
942 919 737
301 598 735
141 569 564
186 505 803
169 617 277
600 711 775
776 932 109
784 853 314
629 552 600
498 238 522
237 854 112
439 853 24
578 604 954
400 331 832
21 895 637
877 538 961
281 485 185
502 775 77
221 360 847
465 922 762
49 577 596
444 202 989
824 697 567
812 518 67
603 904 695
28 28 312
230 761 943
833 654 311
255 294 217
71 864 784
431 426 401
975 81 959
230 684 429
388 602 622
10 855 12
91 424 703
483 14 1003
750 425 206
939 484 215
941 611 993
338 784 554
441 678 392
359 120 494
254 599 544
723 927 328
404 513 794
689 31 536
917 157 328
483 449 693
165 700 938
832 700 517
159 621 68
203 477 647
402 76 922
90 497 80
837 945 251
180 287 725
158 579 881
705 426 323
419 323 600
897 791 716
228 919 99
739 38 49
503 721 275
535 121 972
157 145 98
851 673 350
503 528 266
206 939 91
826 907 572
771 596 295
504 141 341
224 110 556
301 908 77
335 292 475
337 765 815
522 909 450
438 461 769
986 293 157
227 237 309
778 537 680
427 830 727
462 655 795
316 872 718
784 412 939
699 194 634
310 461 766
466 608 311
614 795 183
215 457 631
779 306 906
907 575 507
316 328 9
139 355 401
458 657 627
938 320 885
211 168 149
497 468 333
350 441 1003
137 930 949
566 617 844
398 648 704
500 609 438
906 784 804
132 568 323
480 705 909
385 654 843
336 122 621
715 196 269
221 513 722
24 564 287
783 626 274
485 923 144
715 595 814
456 130 967
717 727 661
806 490 61
719 568 54
448 608 114
226 367 240
618 118 52
39 523 928
282 130 600
449 603 26
533 726 78
933 934 738
571 425 767
157 38 560
111 384 907
512 503 305
663 538 887
463 137 441
283 910 964
58 349 43
147 446 498
773 164 582
138 592 923
509 894 968
935 81 671
48 905 353
446 780 777
14 593 852
246 775 116
67 270 243
715 297 974
76 516 936
807 383 134
186 965 734
866 354 492
570 723 866
99 292 110
341 519 220
806 687 15
620 510 883
20 372 701
878 36 484
426 256 961
644 254 55
818 938 116
873 10 578
34 451 844
915 662 3
306 87 959
209 290 776
519 148 250
828 748 237
130 192 255
623 918 136
123 184 336
852 453 283
220 365 131
247 213 527
758 666 863
204 53 671
373 545 905
449 316 74
527 877 560
170 893 641
932 147 143
143 329 665
760 68 695
96 334 254
673 505 964
602 722 586
181 182 79
551 620 103
916 774 249
448 308 26
904 883 315
234 651 17
5 623 397
633 962 88
37 799 238
678 568 253
216 805 103
624 8 993
199 578 932
12 203 89
914 551 643
288 769 975
343 284 974
773 319 914
582 978 99
371 218 935
355 259 93
197 474 437
250 421 956
850 201 149
516 881 100
48 8 697
521 246 43
312 361 585
158 619 379
559 734 793
638 707 323
483 254 793
765 701 756
547 117 558
239 383 613
590 664 608
941 266 689
477 320 966
694 819 764
535 591 305
897 72 459
843 518 825
711 806 30
306 69 451
360 953 771
761 2 492
142 513 245
481 456 18
834 442 238
286 185 540
263 740 479
187 961 813
659 777 443
424 160 647
596 831 646
94 932 841
203 500 855
507 980 579
673 357 877
6 184 578
214 684 561
323 938 388
656 618 320
932 762 910
313 867 966
552 113 272
103 690 954
398 431 470
536 319 506
351 685 742
778 353 369
885 897 393
417 98 675
162 374 390
617 270 627
325 824 692
878 459 519
932 870 170
713 514 323
399 523 539
185 554 629
388 662 669
391 457 458
634 613 879
224 900 548
400 427 138
170 792 469
50 316 728
657 602 859
8 517 412
725 264 309
502 327 586
414 1000 158
42 356 843
339 426 720
815 145 108
340 920 7
909 751 23
370 345 140
997 141 66
996 557 137
68 811 974
937 633 182
234 109 223
302 323 265
850 848 274
961 157 558
987 967 378
269 851 79
112 233 256
681 540 695
745 256 107
396 592 322
734 803 862
825 279 70
440 80 238
586 938 306
823 958 512
458 453 167
352 509 709
534 994 739
502 663 403
473 504 809
181 348 507
464 771 535
314 824 882
566 560 543
951 297 852
906 525 912
946 425 771
363 916 269
632 955 671
234 130 296
939 448 818
803 739 720
159 398 163
937 689 360
145 892 763
619 362 1007
979 577 855
830 674 874
730 60 564
523 520 36
770 986 270
832 653 963
855 960 694
883 855 227
818 690 574
761 129 550
184 928 643
568 659 894
374 571 659
994 224 328
457 997 249
471 875 488
318 103 828
78 162 652
535 790 472
762 132 909
600 679 998
299 706 335
268 407 711
161 335 890
247 188 420
104 516 557
375 388 752
546 373 268
267 525 204
156 736 412
167 467 334
854 658 265
286 770 304
989 97 687
439 966 293
783 425 164
199 966 386
328 61 537
574 672 195
936 437 452
981 142 120
891 229 295
81 943 220
715 756 566
69 690 258
720 451 269
537 631 127
544 294 653
517 291 947
957 703 723
420 677 470
246 87 500
605 88 123
215 672 794
123 633 1004
601 198 538
251 355 112
346 454 613
950 576 702
363 272 953
824 104 682
869 864 849
288 675 726
640 940 490
455 444 116
676 544 686
299 200 36
740 898 634
304 207 482
226 905 893
45 263 466
597 835 698
161 381 973
37 591 709
637 143 740
686 166 882
575 684 313
369 268 68
723 292 892
96 612 1004
490 887 619
463 49 356
875 578 530
643 101 667
338 685 574
975 346 715
114 114 927
245 974 353
666 542 712
704 345 719
997 49 625
717 569 308
484 195 936
708 30 728
934 852 193
92 668 193
624 484 778
416 682 842
988 797 407
381 596 637
866 305 808
511 533 564
788 379 707
897 910 775
880 681 364
305 258 700
713 526 691
404 143 18
280 758 723
230 444 407
203 744 874
365 169 984
737 688 519
929 432 1
135 803 627
787 215 864
877 524 206
245 123 83
922 954 739
514 170 351
276 121 844
761 637 605
738 79 154
698 331 994
623 929 536
897 580 501
711 341 28
599 662 896
206 296 1017
322 704 192
691 30 144
173 213 429
68 176 162
880 162 756
370 241 581
611 977 79
825 498 849
863 439 566
400 129 334
157 984 772
490 778 274
661 547 900
650 952 564
820 66 238
409 872 728
834 656 456
196 63 508
810 985 648
662 932 860
147 221 482
440 81 502
939 757 833
73 911 772
719 294 602
556 935 400
369 642 683
708 957 189
119 510 494
11 226 31
541 667 120
75 45 391
564 429 995
321 209 573
151 443 829
189 618 521
202 898 511
623 74 878
14 888 689
265 344 83
610 80 701
471 230 938
490 597 259
214 53 597
156 531 138
886 766 1013
427 625 1007
625 999 599
882 181 17
463 257 948
900 941 75
983 278 534
827 745 12
338 660 896
825 610 337
381 507 707
178 876 571
366 295 186
195 83 501
668 536 305
609 314 757
148 553 169
716 929 5
677 423 346
16 211 188
627 117 12
581 889 746
990 895 1017
929 727 821
345 378 742
148 82 322
921 811 270
706 705 879
302 894 448
820 41 633
222 32 493
431 652 667
751 421 153
933 578 762
280 310 118
245 697 891
697 981 323
404 296 386
337 78 456
455 467 531
514 658 445
124 472 314
935 708 525
897 873 973
333 932 550
842 99 103
515 546 598
136 905 789
233 845 681
654 195 255
509 336 683
931 498 124
793 637 820
586 976 943
924 448 569
591 191 279
794 800 254
654 693 95
319 411 194
130 895 985
897 661 338
824 504 965
342 973 170
968 461 180
285 659 302
412 63 536
52 399 261
76 237 650
298 686 295
15 121 600
617 944 621
759 101 159
640 21 900
34 514 302
883 552 675
858 677 202
284 913 507
129 171 406
595 250 90
195 189 134
204 513 110
429 915 564
340 94 1020
166 908 666
468 543 718
886 316 64
206 688 16
770 761 953
835 342 434
874 537 962
221 711 695
500 554 187
204 129 485
432 367 1013
791 370 723
916 997 331
755 298 218
942 764 932
576 248 69
141 955 687
702 328 427
740 207 849
444 258 477
343 771 155
558 354 804
716 992 285
739 546 268
904 155 800
78 299 90
926 328 124
948 422 345
874 759 476
479 93 343
509 86 127
374 601 613
383 695 770
452 325 702
804 995 528
239 118 978
644 125 798
128 817 343
565 661 354
633 827 847
633 361 782
414 705 177
964 489 448
972 37 975
145 913 177
307 983 484
677 365 202
4 259 149
803 54 239
234 545 189
996 758 490
880 437 453
496 713 615
791 713 492
956 743 39
794 494 235
174 318 671
445 49 704
390 109 578
545 666 997
843 767 165
406 890 633
84 13 664
293 333 802
104 739 299
496 447 821
75 306 156
33 110 283
156 416 893
138 424 220
683 205 313
812 809 610
27 179 242
612 565 418
135 954 946
979 96 659
559 324 239
725 551 56
137 109 643
435 287 506
405 966 637
353 878 90
270 495 675
105 736 755
262 228 32
2 214 807
545 176 427
115 488 444
141 40 101
604 486 134
762 537 952
959 923 828
245 993 1003
963 102 974
338 144 797
449 250 999
972 354 854
921 231 246
890 965 569
578 112 797
536 478 650
995 361 605
177 132 186
310 781 919
651 190 995
808 10 643
849 238 337
753 953 974
831 644 938
993 816 825
631 124 80
395 222 354
692 118 639
976 982 686
145 262 5
425 732 84
647 469 752
733 633 367
234 897 950
407 372 508
300 978 39
7 23 857
810 266 316
816 40 270
41 302 491
720 240 38
946 877 549
685 361 957
723 338 611
551 868 801
656 967 476
546 315 99
882 64 737
323 349 260
65 932 607
730 582 557
869 708 991
262 921 404
731 529 523
430 268 332
47 49 758
458 910 662
993 331 745
307 982 589
441 292 864
491 234 157
276 626 74
640 722 947
682 177 308
436 925 226
772 618 167
60 120 382
638 479 87
768 266 665
322 732 400
999 986 213
13 425 139
80 602 464
646 513 115
810 97 192
280 718 850
578 42 407
1 736 463
601 825 440
939 866 745
699 147 554
749 471 182
572 978 558
618 839 601
485 684 825
964 404 714
6 914 720
978 630 135
737 506 587
601 441 393
81 94 545
550 827 664
247 599 395
61 286 622
483 236 962
489 239 229
307 691 79
491 624 166
738 87 39
679 443 586
10 716 973
347 634 461
628 819 435
282 72 31
605 89 829
65 996 273
873 434 789
493 816 454
454 12 981
281 697 1004
8 908 882
870 577 282
182 908 246
228 412 658
73 685 72
515 645 1021
429 277 225
85 375 603
377 193 304
935 423 541
404 666 36
24 991 897
481 139 788
967 447 79
838 151 408
333 942 355
696 136 144
235 30 768
687 506 225
482 113 993
577 283 568
149 938 429
127 35 265
706 453 63
304 479 921
259 172 560
578 311 743
423 135 239
877 946 992
283 191 962
533 151 634
764 268 759
304 718 114
672 888 763
923 152 200
392 814 853
520 845 431
874 550 282
879 751 97
907 158 313
689 967 139
353 461 458
917 509 694
974 356 582
591 916 67
350 929 888
602 478 950
414 870 920
50 428 594
513 610 991
288 951 400
781 269 65
447 238 292
847 42 572
192 780 911
308 372 320
685 134 6
554 565 859
702 85 739
44 995 320
65 447 208
946 537 648
369 852 473
303 887 36
155 178 378
863 399 6
171 725 771
672 475 88
234 224 597
377 774 121
837 977 88
186 830 23
344 833 115
678 535 464
568 561 693
988 20 329
941 701 288
31 673 18
397 162 627
66 636 326
974 741 261
788 617 1010
684 471 730
978 308 1007
390 859 997
540 384 534
423 871 263
884 558 1005
944 965 260
799 824 860
789 419 760
168 565 852
247 467 166
460 245 245
377 21 1018
95 218 50
127 748 630
798 364 323
587 353 74
981 788 65
940 232 249
88 740 790
46 961 816
453 686 389
140 279 349
453 957 500
367 809 529
738 244 743
795 185 496
138 111 397
885 595 342
167 496 1009
744 851 561
454 364 845
59 801 361
489 47 819
337 816 496
341 521 779
446 86 480
79 743 282
828 251 165
176 111 899
61 839 1001
714 737 362
551 969 591
97 867 58
906 956 135
948 621 174
349 929 158
790 76 580
254 726 516
906 160 622
860 204 704
672 62 675
5 715 493
542 602 225
777 833 686
884 909 621
595 71 882
791 242 879
366 408 748
690 570 763
311 362 194
545 135 662
767 212 545
592 717 806
982 527 323
996 105 255
66 257 200
603 541 99
152 241 242
436 587 645
902 280 17
194 503 722
945 9 719
68 434 851
979 41 827
816 551 489
312 225 522
634 725 276
638 793 982
612 291 212
210 768 273
404 303 692
892 780 740
438 396 619
67 285 808
907 203 619
118 178 925
862 655 53
874 261 489
537 361 97
553 782 399
331 526 563
707 452 329
358 494 26
526 294 620
232 988 912
670 930 891
970 364 824
895 342 634
625 586 815
174 430 130
744 499 29
356 834 646
865 683 551
511 567 512
494 941 393
580 477 458
301 517 325
177 891 545
586 162 890
296 186 731
573 802 858
225 24 91
260 551 552
192 186 413
77 183 447
512 297 940
135 253 675
24 182 592
301 340 615
240 666 841
723 768 808
617 43 556
670 894 369
394 783 700
677 918 981
193 555 291
773 903 684
646 642 103
655 224 232
255 136 281
107 148 719
793 840 602
541 81 409
663 490 363
583 25 152
152 585 481
594 970 816
473 823 723
27 70 863
60 105 722
173 848 930
29 274 363
904 829 621
477 560 432
781 946 772
435 137 184
951 377 720
9 458 182
520 445 118
990 491 918
570 847 636
584 55 243
934 618 732
93 220 157
273 115 997
319 542 980
864 195 752
822 152 205
204 150 508
444 904 630
299 241 830
158 223 980
160 306 349
85 658 149
962 27 1014
732 59 132
653 636 345
881 203 938
334 148 129
587 250 346
943 194 136
738 931 598
296 312 454
373 195 456
295 581 399
936 40 283
916 476 761
212 221 964
783 889 58
266 91 590
506 229 1018
470 982 873
684 132 820
839 486 419
5 785 3
990 713 103
617 282 54
141 542 207
665 31 308
954 784 842
23 750 702
336 727 926
796 649 531
555 694 264
565 661 323
411 616 664
31 286 250
44 615 999
511 712 176
511 117 485
912 747 85
934 921 334
536 819 682
884 26 156
557 377 327
462 718 311
764 602 262
437 731 44
967 838 792
225 482 579
210 419 793
933 173 447
593 936 441
395 159 767
66 48 487
636 640 98
902 21 398
696 176 610
131 622 127
564 141 461
548 816 369
77 549 896
9 483 260
226 39 310
461 381 85
531 971 459
758 528 133
312 508 973
458 518 282
179 219 653
332 567 2
40 170 726
236 865 761
984 864 910
782 390 501
857 351 46
542 142 795
42 55 304
298 883 860
780 825 1009
165 207 7
442 224 628
759 386 584
75 667 564
414 406 684
953 169 731
830 561 832
522 417 793
288 970 955
783 175 208
929 750 238
339 453 464
583 104 788
728 289 786
912 817 886
890 405 301
454 551 270
341 288 636
